诗文ID,标题,原文
e529f3d9cca4,赠猫三首·其二,"裹盐迎得小狸奴，尽护山房万卷书。
惭愧家贫策勋薄，寒无毡坐食无鱼。"
7c0dacd5e232,舞鹤赋,散幽经以验物，伟胎化之仙禽。钟浮旷之藻质，抱清迥之明心。指蓬壶而翻翰，望昆阆而扬音。匝日域以回骛，穷天步而高寻。践神区其既远，积灵祀而方多。精含丹而星曜，顶凝紫而烟华。引员吭之纤婉，顿修趾之洪姱。叠霜毛而弄影，振玉羽而临霞。朝戏于芝田，夕饮乎瑶池。厌江海而游泽，掩云罗而见羁。去帝乡之岑寂，归人寰之喧卑。岁峥嵘而愁暮，心惆怅而哀离。 　　于是穷阴杀节，急景凋年。骫沙振野，箕风动天。严严苦雾，皎皎悲泉。冰塞长河，雪满群山。既而氛昏夜歇，景物澄廓。星翻汉回，晓月将落。感寒鸡之早晨，怜霜雁之违漠。临惊风之萧条，对流光之照灼。唳清响于丹墀，舞飞容于金阁。始连轩以凤跄，终宛转而龙跃。踯躅徘徊，振迅腾摧。惊身蓬集，矫翅雪飞。离纲别赴，合绪相依。将兴中止，若往而归。飒沓矜顾，迁延迟暮。逸翮后尘，翱翥先路。指会规翔，临岐矩步。态有遗妍，貌无停趣。奔机逗节，角睐分形。长扬缓骛，并翼连声。轻迹凌乱，浮影交横。众变繁姿，参差洊密。烟交雾凝，若无毛质。风去雨还，不可谈悉。既散魂而荡目，迷不知其所之。忽星离而云罢，整神容而自持。仰天居之崇绝，更惆怅以惊思。 　　当是时也，燕姬色沮，巴童心耻。巾拂两停，丸剑双止。虽邯郸其敢伦，岂阳阿之能拟。入卫国而乘轩，出吴都而倾市。守驯养于千龄，结长悲于万里。
5a0c0526a006,鹊桥仙·赠鹭鸶,"溪边白鹭。来吾告汝。溪里鱼儿堪数。主人怜汝汝怜鱼，要物我、欣然一处。 
白沙远浦。青泥别渚。剩有虾跳鳅舞。听君飞去饱时来，看头上、风吹一缕。"
16535151d5b1,灵乌赋,梅君圣俞作是赋，曾不我鄙，而寄以为好。因勉而和之，庶几感物之意同归而殊涂矣。“灵乌灵乌，尔之为禽兮，何不高翔而远翥？何为号呼于人兮，告吉凶而逢怒？方将折尔翅而烹尔躯，徒悔焉而亡路。”　　彼哑哑兮如诉，请臆对而心谕：“我有生兮，累阴阳之含育；我有质兮，处天地之覆露。长慈母之危巢，托主人之佳树。斤不我伐，弹不我仆。母之鞠兮孔艰，主之仁兮则安。度春风兮，既成我以羽翰；眷庭柯兮，欲去君而盘桓。思报之意，厥声或异。警于未形，恐于未炽。知我者谓吉之先，不知我者谓凶之类。故告之则反灾于身，不告之者则稔祸于人。主恩或忘，我怀靡臧。虽死而告，为凶之防。亦由桑妖于庭，惧而修德，俾王之兴；雉怪于鼎，惧而修德，俾王之盛。天听甚逊，人言曷病。彼希声之凤皇，亦见讥于楚狂；彼不世之麒麟，亦见伤于鲁人。凤岂以讥而不灵，麟岂以伤而不仁？故割而可卷，孰为神兵；焚而可变，孰为英琼。宁鸣而死，不默而生。胡不学太仓之鼠兮，何必仁为，丰食而肥。仓苟竭兮，吾将安归？又不学荒城之狐兮，何必义为，深穴而威。城苟圮兮，吾将畴依？宁骥子之困于驰骛兮，驽骀泰于刍养。宁鹓鹐之饥于云霄兮，鸱鸢饫乎草莽。君不见仲尼之云兮，予欲无言。累累四方，曾不得而已焉。又不见孟轲之志兮，养其浩然。皇皇三月，曾何敢以休焉。此小者优优，而大者乾乾。我乌也勤于母兮自天，爱于主兮自天；人有言兮是然，人无言兮是然。”
37d91b327ab2,咏蚊,"饱去樱桃重，饥来柳絮轻。
但知离此去，不用问前程。"
859bc8e7a416,赠猫三首·其一,"盐裹聘狸奴，常看戏座隅。
时时醉薄荷，夜夜占氍毹。
鼠穴功方列，鱼餐赏岂无。
仍当立名字，唤作小於菟。"
c26c5ccc82a5,闻子规,"声声血泪诉沈冤，啼起巴陵暮雨昏。
只解千山唤行客，谁知身是未归魂。"
9dcf133d25cc,天净沙·秋思,枯藤老树昏鸦，小桥流水人家，古道西风瘦马。夕阳西下，断肠人在天涯。
1bd53945715b,山坡羊·潼关怀古,"峰峦如聚，波涛如怒，山河表里潼关路。望西都，意踌躇。
伤心秦汉经行处，宫阙万间都做了土。兴，百姓苦；亡，百姓苦。"
c439b578d976,蟾宫曲·春情,"平生不会相思，才会相思，便害相思。
身似浮云，心如飞絮，气若游丝。
空一缕余香在此，盼千金游子何之。
证候来时，正是何时？灯半昏时，月半明时。"
abc05662aed6,人月圆·山中书事,"兴亡千古繁华梦，诗眼倦天涯。孔林乔木，吴宫蔓草，楚庙寒鸦。
数间茅舍，藏书万卷，投老村家。山中何事？松花酿酒，春水煎茶。"
e880525df22e,天净沙·秋,孤村落日残霞，轻烟老树寒鸦，一点飞鸿影下。青山绿水，白草红叶黄花。
39ad02580f79,水仙子·夜雨,一声梧叶一声秋，一点芭蕉一点愁，三更归梦三更后。落灯花，棋未收，叹新丰逆旅淹留。枕上十年事，江南二老忧，都到心头。
dff01ff4925b,朝天子·咏喇叭,"喇叭，唢呐，曲儿小腔儿大。官船来往乱如麻，全仗你抬声价。
军听了军愁，民听了民怕。哪里去辨甚么真共假？
眼见的吹翻了这家，吹伤了那家，只吹的水尽鹅飞罢！"
614c91077b60,山坡羊·骊山怀古,"骊山四顾，阿房一炬，当时奢侈今何处？只见草萧疏，水萦纡。
至今遗恨迷烟树。列国周齐秦汉楚。赢，都变做了土；输，都变做了土。"
695d093e1180,天净沙·春,春山暖日和风，阑干楼阁帘栊，杨柳秋千院中。啼莺舞燕，小桥流水飞红。
5b5839840693,卖花声·怀古,"阿房舞殿翻罗袖，金谷名园起玉楼，隋堤古柳缆龙舟。不堪回首，东风还又，野花开暮春时候。
美人自刎乌江岸，战火曾烧赤壁山，将军空老玉门关。伤心秦汉，生民涂炭，读书人一声长叹。"
708baa5787a5,殿前欢·客中,望长安，前程渺渺鬓斑斑。南来北往随征雁，行路艰难。青泥小剑关，红叶湓江岸，白草连云栈。功名半纸，风雪千山。
329f12255312,骤雨打新荷·绿叶阴浓,"绿叶阴浓，遍池亭水阁，偏趁凉多。海榴初绽，朵朵簇红罗。乳燕雏莺弄语，有高柳鸣蝉相和。骤雨过，似琼珠乱撒，打遍新荷。
人生百年有几，念良辰美景，休放虚过。穷通前定，何用苦张罗。命友邀宾玩赏，对芳樽浅酌低歌。且酩酊，任他两轮日月，来往如梭。"
7ec399ee11b1,天净沙·即事,莺莺燕燕春春，花花柳柳真真。事事风风韵韵。娇娇嫩嫩，停停当当人人。
1ba6bb1f525d,天净沙·夏,云收雨过波添，楼高水冷瓜甜，绿树阴垂画檐。纱厨藤簟，玉人罗扇轻缣。
ffc5956b3eba,人月圆·卜居外家东园,"重冈已隔红尘断，村落更年丰。移居要就，窗中远岫，舍后长松。
十年种木，一年种谷，都付儿童。老夫惟有，醒来明月，醉后清风。"
f2b584c08107,山坡羊·道情,青山相待，白云相爱，梦不到紫罗袍共黄金带。一茅斋，野花开。管甚谁家兴废谁成败，陋巷箪瓢亦乐哉。贫，气不改；达，志不改。
1f43a6466faa,西厢记·长亭送别,"今日送张生赴京，十里长亭，安排下筵席；我和长老先行，不见张生、小姐来到。今日送张生上朝取应，早是离人伤感，况值那暮秋天气，好烦恼人也呵！“悲欢聚散一杯酒，南北东西万里程。”　　[正宫][端正好]碧云天，黄花地，西风紧，北雁南飞。晓来谁染霜林醉？总是离人泪。　　[滚绣球]恨相见得迟，怨归去得疾。柳丝长玉骢难系，恨不倩疏林挂住斜晖。马儿迍迍的行，车儿快快的随，却告了相思回避，破题儿又早别离。听得道一声“去也”，松了金钏；遥望见十里长亭，减了玉肌：此恨谁知？　　姐姐今日怎么不打扮？你那知我的心里呵！　　[叨叨令]见安排着车儿、马儿，不由人熬熬煎煎的气；有甚么心情花儿、靥儿，打扮得娇娇滴滴的媚；准备着被儿、枕儿，只索昏昏沉沉的睡；从今后衫儿、袖儿，都揾做重重叠叠的泪。兀的不闷杀人也么哥?兀的不闷杀人也么哥？久已后书儿、信儿，索与我凄凄惶惶的寄。　　张生和长老坐，小姐这壁坐，红娘将酒来。张生，你向前来，是自家亲眷，不要回避。俺今日将莺莺与你，到京师休辱末了俺孩儿，挣揣一个状元回来者。小生托夫人余荫，凭着胸中之才，视官如拾芥耳。夫人主见不差，张生不是落后的人。　　[脱布衫]下西风黄叶纷飞，染寒烟衰草萋迷。酒席上斜签着坐的，蹙愁眉死临侵地。　　[小梁州]我见他阁泪汪汪不敢垂,恐怕人知；猛然见了把头低,长吁气,推整素罗衣。　　[幺篇]虽然久后成佳配，奈时间怎不悲啼。意似痴，心如醉，昨宵今日，清减了小腰围。　　小姐把盏者！请吃酒！　　[上小楼]合欢未已，离愁相继。想着俺前暮私情，昨夜成亲，今日别离。我谂知这几日相思滋味，却原来比别离情更增十倍。　　[幺篇]年少呵轻远别，情薄呵易弃掷。全不想腿儿相挨，脸儿相偎，手儿相携。你与俺崔相国做女婿，妻荣夫贵，但得一个并头莲，煞强如状元及第。　　红娘把盏者！　　[满庭芳]供食太急，须臾对面，顷刻别离。若不是酒席间子母们当回避，有心待与他举案齐眉。虽然是厮守得一时半刻，也合着俺夫妻每共桌而食。眼底空留意，寻思起就里，险化做望夫石。　　姐姐不曾吃早饭，饮一口儿汤水。红娘，甚么汤水咽得下！　　[快活三]将来的酒共食，尝着似土和泥。假若便是土和泥，也有些土气息，泥滋味。　　[朝天子]暖溶溶玉醅，白泠泠似水，多半是相思泪。眼面前茶饭怕不待要吃，恨塞满愁肠胃。“蜗角虚名，蝇头微利”，拆鸳鸯在两下里。一个这壁，一个那壁，一递一声长吁气。　　辆起车儿，俺先回去，小姐随后和红娘来。此一行别无话儿，贫僧准备买登科录看，做亲的茶饭少不得贫僧的。先生在意，鞍马上保重者！“从今经忏无心礼，专听春雷第一声。”　　[四边静]霎时间杯盘狼藉，车儿投东，马儿向西，两意徘徊，落日山横翠。知他今宵宿在那里？有梦也难寻觅。　　张生，此一行得官不得官，疾早便回来。小生这一去白夺一个状元，正是“青霄有路终须到，金榜无名誓不归”。君行别无所赠，口占一绝，为君送行：“弃掷今何在，当时且自亲。还将旧来意，怜取眼前人。”小姐之意差矣，张珙更敢怜谁？谨赓一绝，以剖寸心：“人生长远别，孰与最关亲？不遇知音者，谁怜长叹人？”　　[耍孩儿]淋漓襟袖啼红泪，比司马青衫更湿。伯劳东去燕西飞，未登程先问归期。虽然眼底人千里，且尽生前酒一杯。未饮心先醉，眼中流血，心内成灰。　　[五煞]到京师服水土，趁程途节饮食，顺时自保揣身体。荒村雨露宜眠早，野店风霜要起迟！鞍马秋风里，最难调护，最要扶持。　　[四煞]这忧愁诉与谁？相思只自知，老天不管人憔悴。泪添九曲黄河溢，恨压三峰华岳低。到晚来闷把西楼倚，见了些夕阳古道，衰柳长堤。　　[三煞]笑吟吟一处来，哭啼啼独自归。归家若到罗帏里，昨宵个绣衾香暖留春住，今夜个翠被生寒有梦知。留恋你别无意，见据鞍上马，阁不住泪眼愁眉。　　有甚言语嘱付小生咱？　　[二煞]你休忧文齐福不齐，我只怕你停妻再娶妻。休要一春鱼雁无消息！我这里青鸾有信频须寄，你却休“金榜无名誓不归”。此一节君须记：若见了那异乡花草，再休似此处栖迟。　　再谁似小姐？小生又生此念。　　[一煞]青山隔送行，疏林不做美，淡烟暮霭相遮蔽。夕阳古道无人语，禾黍秋风听马嘶。我为甚么懒上车儿内，来时甚急，去后何迟？　　夫人去好一会，姐姐，咱家去！　　[收尾]四围山色中，一鞭残照里。遍人间烦恼填胸臆，量这些大小车儿如何载得起？　　仆童赶早行一程儿，早寻个宿处。泪随流水急，愁逐野云飞。"
ddf21b565344,普天乐·咏世,"洛阳花，梁园月，好花须买，皓月须赊。
花倚栏干看烂熳开，月曾把酒问团圆夜。
月有盈亏花有开谢，想人生最苦离别。
花谢了三春近也，月缺了中秋到也，人去了何日来也？"
1fa99e2a3390,蟾宫曲·九日,对青山强整乌纱。归雁横秋，倦客思家。翠袖殷勤，金杯错落，玉手琵琶。人老去西风白发，蝶愁来明日黄花。回首天涯，一抹斜阳，数点寒鸦。
bc3f3fd45439,一枝花·不伏老,〔一枝花〕　　攀出墙朵朵花，折临路枝枝柳。花攀红蕊嫩，柳折翠条柔，浪子风流。凭着我折柳攀花手，直煞得花残柳败休。半生来折柳攀花，一世里眠花卧柳。　　〔梁州〕　　我是个普天下郎君领袖，盖世界浪子班头。愿朱颜不改常依旧，花中消遣，酒内忘忧。分茶攧竹，打马藏阄；通五音六律滑熟，甚闲愁到我心头？伴的是银筝女银台前理银筝笑倚银屏，伴的是玉天仙携玉手并玉肩同登玉楼，伴的是金钗客歌金缕捧金樽满泛金瓯。你道我老也，暂休。占排场风月功名首，更玲珑又剔透。我是个锦阵花营都帅头，曾玩府游州。　　〔隔尾〕　　子弟每是个茅草冈、沙土窝初生的兔羔儿乍向围场上走，我是个经笼罩、受索网苍翎毛老野鸡蹅踏的阵马儿熟。经了些窝弓冷箭鑞枪头，不曾落人后。恰不道“人到中年万事休”，我怎肯虚度了春秋。　　〔尾〕　　我是个蒸不烂、煮不熟、捶不匾、炒不爆、响珰珰一粒铜豌豆，恁子弟每谁教你钻入他锄不断、斫不下、解不开、顿不脱、慢腾腾千层锦套头？我玩的是梁园月，饮的是东京酒，赏的是洛阳花，攀的是章台柳。我也会围棋、会蹴踘、会打围、会插科、会歌舞、会吹弹、会咽作、会吟诗、会双陆。你便是落了我牙、歪了我嘴、瘸了我腿、折了我手，天赐与我这几般儿歹症候，尚兀自不肯休！则除是阎王亲自唤，神鬼自来勾。三魂归地府，七魄丧冥幽。天哪！那其间才不向烟花路儿上走！
ee16df5673bc,将进酒,"君不见黄河之水天上来，奔流到海不复回。
君不见高堂明镜悲白发，朝如青丝暮成雪。
人生得意须尽欢，莫使金樽空对月。
天生我材必有用，千金散尽还复来。
烹羊宰牛且为乐，会须一饮三百杯。
岑夫子，丹丘生，将进酒，杯莫停。
与君歌一曲，请君为我倾耳听。
钟鼓馔玉不足贵，但愿长醉不愿醒。
古来圣贤皆寂寞，惟有饮者留其名。
陈王昔时宴平乐，斗酒十千恣欢谑。
主人何为言少钱，径须沽取对君酌。
五花马、千金裘，呼儿将出换美酒，与尔同销万古愁。"
ce802de625e5,滕王阁序,"豫章故郡，洪都新府。星分翼轸，地接衡庐。襟三江而带五湖，控蛮荆而引瓯越。物华天宝，龙光射牛斗之墟；人杰地灵，徐孺下陈蕃之榻。雄州雾列，俊采星驰。台隍枕夷夏之交，宾主尽东南之美。都督阎公之雅望，棨戟遥临；宇文新州之懿范，襜帷暂驻。十旬休假，胜友如云；千里逢迎，高朋满座。腾蛟起凤，孟学士之词宗；紫电青霜，王将军之武库。家君作宰，路出名区；童子何知，躬逢胜饯。　　时维九月，序属三秋。潦水尽而寒潭清，烟光凝而暮山紫。俨骖騑于上路，访风景于崇阿。临帝子之长洲，得天人之旧馆。层峦耸翠，上出重霄；飞阁流丹，下临无地。鹤汀凫渚，穷岛屿之萦回；桂殿兰宫，即冈峦之体势。　　披绣闼，俯雕甍，山原旷其盈视，川泽纡其骇瞩。闾阎扑地，钟鸣鼎食之家；舸舰迷津，青雀黄龙之舳。云销雨霁，彩彻区明。落霞与孤鹜齐飞，秋水共长天一色。渔舟唱晚，响穷彭蠡之滨，雁阵惊寒，声断衡阳之浦。　　遥襟甫畅，逸兴遄飞。爽籁发而清风生，纤歌凝而白云遏。睢园绿竹，气凌彭泽之樽；邺水朱华，光照临川之笔。四美具，二难并。穷睇眄于中天，极娱游于暇日。天高地迥，觉宇宙之无穷；兴尽悲来，识盈虚之有数。望长安于日下，目吴会于云间。地势极而南溟深，天柱高而北辰远。关山难越，谁悲失路之人；萍水相逢，尽是他乡之客。怀帝阍而不见，奉宣室以何年？　　嗟乎！时运不齐，命途多舛。冯唐易老，李广难封。屈贾谊于长沙，非无圣主；窜梁鸿于海曲，岂乏明时？所赖君子见机，达人知命。老当益壮，宁移白首之心？穷且益坚，不坠青云之志。酌贪泉而觉爽，处涸辙以犹欢。北海虽赊，扶摇可接；东隅已逝，桑榆非晚。孟尝高洁，空余报国之情；阮籍猖狂，岂效穷途之哭！　　勃，三尺微命，一介书生。无路请缨，等终军之弱冠；有怀投笔，慕宗悫之长风。舍簪笏于百龄，奉晨昏于万里。非谢家之宝树，接孟氏之芳邻。他日趋庭，叨陪鲤对；今兹捧袂，喜托龙门。杨意不逢，抚凌云而自惜；钟期既遇，奏流水以何惭？　　呜呼！胜地不常，盛筵难再；兰亭已矣，梓泽丘墟。临别赠言，幸承恩于伟饯；登高作赋，是所望于群公。敢竭鄙怀，恭疏短引；一言均赋，四韵俱成。请洒潘江，各倾陆海云尔。
　　滕王高阁临江渚，佩玉鸣鸾罢歌舞。
　　画栋朝飞南浦云，珠帘暮卷西山雨。
　　闲云潭影日悠悠，物换星移几度秋。
　　阁中帝子今何在？槛外长江空自流。"
567fcf6ffefb,江城子·乙卯正月二十日夜记梦,"十年生死两茫茫，不思量，自难忘。千里孤坟，无处话凄凉。纵使相逢应不识，尘满面，鬓如霜。
夜来幽梦忽还乡，小轩窗，正梳妆。相顾无言，惟有泪千行。料得年年肠断处，明月夜，短松冈。"
5fb51378286c,念奴娇·赤壁怀古,"大江东去，浪淘尽，千古风流人物。
故垒西边，人道是，三国周郎赤壁。
乱石穿空，惊涛拍岸，卷起千堆雪。
江山如画，一时多少豪杰。遥想公瑾当年，小乔初嫁了，雄姿英发。
羽扇纶巾，谈笑间，樯橹灰飞烟灭。
故国神游，多情应笑我，早生华发。
人生如梦，一尊还酹江月。"
632c5beb84eb,水调歌头·明月几时有,"丙辰中秋，欢饮达旦，大醉，作此篇，兼怀子由。明月几时有？把酒问青天。不知天上宫阙，今夕是何年。我欲乘风归去，又恐琼楼玉宇，高处不胜寒。起舞弄清影，何似在人间。
转朱阁，低绮户，照无眠。不应有恨，何事长向别时圆？人有悲欢离合，月有阴晴圆缺，此事古难全。但愿人长久，千里共婵娟。"
51aa3a553057,青玉案·元夕,"东风夜放花千树，更吹落、星如雨。宝马雕车香满路。凤箫声动，玉壶光转，一夜鱼龙舞。
蛾儿雪柳黄金缕，笑语盈盈暗香去。众里寻他千百度。蓦然回首，那人却在，灯火阑珊处。"
870828ca8aaa,行路难·其一,"金樽清酒斗十千，玉盘珍羞直万钱。
停杯投箸不能食，拔剑四顾心茫然。
欲渡黄河冰塞川，将登太行雪满山。
闲来垂钓碧溪上，忽复乘舟梦日边。
行路难，行路难，多歧路，今安在？
长风破浪会有时，直挂云帆济沧海。"
731e2a19594e,宣州谢朓楼饯别校书叔云,"弃我去者，昨日之日不可留；
乱我心者，今日之日多烦忧。
长风万里送秋雁，对此可以酣高楼。
蓬莱文章建安骨，中间小谢又清发。
俱怀逸兴壮思飞，欲上青天揽明月。
抽刀断水水更流，举杯消愁愁更愁。
人生在世不称意，明朝散发弄扁舟。"
05e2f6fc757c,梦游天姥吟留别,"海客谈瀛洲，烟涛微茫信难求；
越人语天姥，云霞明灭或可睹。
天姥连天向天横，势拔五岳掩赤城。
天台四万八千丈，对此欲倒东南倾。我欲因之梦吴越，一夜飞度镜湖月。
湖月照我影，送我至剡溪。
谢公宿处今尚在，渌水荡漾清猿啼。
脚著谢公屐，身登青云梯。
半壁见海日，空中闻天鸡。
千岩万转路不定，迷花倚石忽已暝。
熊咆龙吟殷岩泉，栗深林兮惊层巅。
云青青兮欲雨，水澹澹兮生烟。
列缺霹雳，丘峦崩摧。
洞天石扉，訇然中开。
青冥浩荡不见底，日月照耀金银台。 
霓为衣兮风为马，云之君兮纷纷而来下。
虎鼓瑟兮鸾回车，仙之人兮列如麻。
忽魂悸以魄动，恍惊起而长嗟。
惟觉时之枕席，失向来之烟霞。世间行乐亦如此，古来万事东流水。
别君去兮何时还？且放白鹿青崖间，须行即骑访名山。
安能摧眉折腰事权贵，使我不得开心颜？"
12e69f000057,永遇乐·京口北固亭怀古,"千古江山，英雄无觅，孙仲谋处。舞榭歌台，风流总被，雨打风吹去。斜阳草树，寻常巷陌，人道寄奴曾住。想当年，金戈铁马，气吞万里如虎。
元嘉草草，封狼居胥，赢得仓皇北顾。四十三年，望中犹记，烽火扬州路。可堪回首，佛狸祠下，一片神鸦社鼓。凭谁问：廉颇老矣，尚能饭否？"
1921957e6e83,锦瑟,"锦瑟无端五十弦，一弦一柱思华年。
庄生晓梦迷蝴蝶，望帝春心托杜鹃。
沧海月明珠有泪，蓝田日暖玉生烟。
此情可待成追忆，只是当时已惘然。"
2ee36eb2ccf7,丑奴儿·书博山道中壁,"少年不识愁滋味，爱上层楼。爱上层楼，为赋新词强说愁。 
而今识尽愁滋味，欲说还休。欲说还休，却道“天凉好个秋”！"
3185407c5519,月下独酌·其一,"花间一壶酒，独酌无相亲。
举杯邀明月，对影成三人。
月既不解饮，影徒随我身。
暂伴月将影，行乐须及春。
我歌月徘徊，我舞影零乱。
醒时同交欢，醉后各分散。
永结无情游，相期邈云汉。"
c1a07129a6d3,卜算子·黄州定慧院寓居作,"缺月挂疏桐，漏断人初静。谁见幽人独往来，缥缈孤鸿影。
惊起却回头，有恨无人省。拣尽寒枝不肯栖，寂寞沙洲冷。"
334152b6ba49,临江仙·夜归临皋,"夜饮东坡醒复醉，归来仿佛三更。家童鼻息已雷鸣。敲门都不应，倚杖听江声。 
长恨此身非我有，何时忘却营营。夜阑风静縠纹平。小舟从此逝，江海寄余生。"
f6c40e3d4893,酬乐天扬州初逢席上见赠,"巴山楚水凄凉地，二十三年弃置身。
怀旧空吟闻笛赋，到乡翻似烂柯人。
沉舟侧畔千帆过，病树前头万木春。
今日听君歌一曲，暂凭杯酒长精神。"
284e20a25958,临江仙·滚滚长江东逝水,"滚滚长江东逝水，浪花淘尽英雄。是非成败转头空。青山依旧在，几度夕阳红。
白发渔樵江渚上，惯看秋月春风。一壶浊酒喜相逢。古今多少事，都付笑谈中。"
eda29e11ff49,浣溪沙·一曲新词酒一杯,"一曲新词酒一杯，去年天气旧亭台。夕阳西下几时回？
无可奈何花落去，似曾相识燕归来。小园香径独徘徊。"
3cfc9856b57a,南乡子·登京口北固亭有怀,"何处望神州？满眼风光北固楼。千古兴亡多少事？悠悠。不尽长江滚滚流。
年少万兜鍪，坐断东南战未休。天下英雄谁敌手？曹刘。生子当如孙仲谋。"
79730f08af17,唐多令·芦叶满汀洲,"安远楼小集，侑觞歌板之姬黄其姓者，乞词于龙洲道人，为赋此《唐多令》。同柳阜之、刘去非、石民瞻、周嘉仲、陈孟参、孟容。时八月五日也。芦叶满汀洲，寒沙带浅流。二十年重过南楼。柳下系船犹未稳，能几日，又中秋。
黄鹤断矶头，故人今在否？旧江山浑是新愁。欲买桂花同载酒，终不似，少年游。"
4cac23b07849,赤壁赋,壬戌之秋，七月既望，苏子与客泛舟游于赤壁之下。清风徐来，水波不兴。举酒属客，诵明月之诗，歌窈窕之章。少焉，月出于东山之上，徘徊于斗牛之间。白露横江，水光接天。纵一苇之所如，凌万顷之茫然。浩浩乎如冯虚御风，而不知其所止；飘飘乎如遗世独立，羽化而登仙。　　于是饮酒乐甚，扣舷而歌之。歌曰：“桂棹兮兰桨，击空明兮溯流光。渺渺兮予怀，望美人兮天一方。”客有吹洞箫者，倚歌而和之。其声呜呜然，如怨如慕，如泣如诉；余音袅袅，不绝如缕。舞幽壑之潜蛟，泣孤舟之嫠妇。　　苏子愀然，正襟危坐而问客曰：“何为其然也？”客曰：“‘月明星稀，乌鹊南飞’，此非曹孟德之诗乎？西望夏口，东望武昌，山川相缪，郁乎苍苍，此非孟德之困于周郎者乎？方其破荆州，下江陵，顺流而东也，舳舻千里，旌旗蔽空，酾酒临江，横槊赋诗，固一世之雄也，而今安在哉？况吾与子渔樵于江渚之上，侣鱼虾而友麋鹿，驾一叶之扁舟，举匏樽以相属。寄蜉蝣于天地，渺沧海之一粟。哀吾生之须臾，羡长江之无穷。挟飞仙以遨游，抱明月而长终。知不可乎骤得，托遗响于悲风。”　　苏子曰：“客亦知夫水与月乎？逝者如斯，而未尝往也；盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬；自其不变者而观之，则物与我皆无尽也，而又何羡乎！且夫天地之间，物各有主，苟非吾之所有，虽一毫而莫取。惟江上之清风，与山间之明月，耳得之而为声，目遇之而成色，取之无禁，用之不竭。是造物者之无尽藏也，而吾与子之所共适。”　　客喜而笑，洗盏更酌。肴核既尽，杯盘狼籍。相与枕藉乎舟中，不知东方之既白。
334152b6ba49,临江仙·夜归临皋,"夜饮东坡醒复醉，归来仿佛三更。家童鼻息已雷鸣。敲门都不应，倚杖听江声。 
长恨此身非我有，何时忘却营营。夜阑风静縠纹平。小舟从此逝，江海寄余生。"
d72471ddf8ee,行香子·述怀,"清夜无尘，月色如银。酒斟时、须满十分。浮名浮利，虚苦劳神。叹隙中驹，石中火，梦中身。
虽抱文章，开口谁亲。且陶陶、乐尽天真。几时归去，作个闲人。对一张琴，一壶酒，一溪云。"
d09fef17613b,问刘十九,"绿蚁新醅酒，红泥小火炉。
晚来天欲雪，能饮一杯无？"
22e73d066e9d,客中作,"兰陵美酒郁金香，玉碗盛来琥珀光。 
但使主人能醉客，不知何处是他乡。"
33ae1f800c18,自遣,"得即高歌失即休，多愁多恨亦悠悠。
今朝有酒今朝醉，明日愁来明日愁。"
301e41411279,月下独酌四首,"花间一壶酒，独酌无相亲。
举杯邀明月，对影成三人。
月既不解饮，影徒随我身。
暂伴月将影，行乐须及春。
我歌月徘徊，我舞影零乱。
醒时相交欢，醉后各分散。
永结无情游，相期邈云汉。天若不爱酒，酒星不在天。
地若不爱酒，地应无酒泉。
天地既爱酒，爱酒不愧天。
已闻清比圣，复道浊如贤。
贤圣既已饮，何必求神仙。
三杯通大道，一斗合自然。
但得酒中趣，勿为醒者传。三月咸阳城，千花昼如锦。
谁能春独愁，对此径须饮。
穷通与修短，造化夙所禀。
一樽齐死生，万事固难审。
醉后失天地，兀然就孤枕。
不知有吾身，此乐最为甚。穷愁千万端，美酒三百杯。
愁多酒虽少，酒倾愁不来。
所以知酒圣，酒酣心自开。
辞粟卧首阳，屡空饥颜回。
当代不乐饮，虚名安用哉。
蟹螯即金液，糟丘是蓬莱。
且须饮美酒，乘月醉高台。"
c00b287d2a6b,山中与幽人对酌,"两人对酌山花开，一杯一杯复一杯。
我醉欲眠卿且去，明朝有意抱琴来。"
f4af51f1f7ef,长命女·春日宴,春日宴，绿酒一杯歌一遍。再拜陈三愿：一愿郎君千岁，二愿妾身常健，三愿如同梁上燕，岁岁长相见。
5ea06ca9e4d7,水调歌头·和马叔度游月波楼,"客子久不到，好景为君留。西楼着意吟赏，何必问更筹？唤起一天明月，照我满怀冰雪，浩荡百川流。鲸饮未吞海，剑气已横秋。
野光浮，天宇迥，物华幽。中州遗恨，不知今夜几人愁？谁念英雄老矣？不道功名蕞尔，决策尚悠悠。此事费分说，来日且扶头！"
047024512325,下终南山过斛斯山人宿置酒,"暮从碧山下，山月随人归。
却顾所来径，苍苍横翠微。
相携及田家，童稚开荆扉。
绿竹入幽径，青萝拂行衣。
欢言得所憩，美酒聊共挥。
长歌吟松风，曲尽河星稀。
我醉君复乐，陶然共忘机。"
6931ee3149d0,致酒行,"零落栖迟一杯酒，主人奉觞客长寿。
主父西游困不归，家人折断门前柳。
吾闻马周昔作新丰客，天荒地老无人识。
空将笺上两行书，直犯龙颜请恩泽。
我有迷魂招不得，雄鸡一声天下白。
少年心事当拏云，谁念幽寒坐呜呃。"
15684c1da05b,金陵酒肆留别,"风吹柳花满店香，吴姬压酒劝客尝。
金陵子弟来相送，欲行不行各尽觞。
请君试问东流水，别意与之谁短长？"
